pH,Turbidity,Chlorine,Dissolved Oxygen,Temperature,Potability
7.34,4.55,0.63,6.52,50,TRUE
6.28,4.39,0.82,7.06,25,TRUE
8.53,4.83,0.58,7.93,50,TRUE
8.67,1.49,0.61,7.99,50,TRUE
7.74,1.54,0.62,6.86,0,TRUE
11.61,2.68,0.88,7.06,50,FALSE
7.46,2.67,0.89,6.81,0,TRUE
7.52,4.14,0.54,6.66,0,TRUE
7.92,1.99,0.52,6.95,50,TRUE
7.22,1.4,0.89,7.48,0,TRUE
7.33,2.65,0.83,7.18,0,TRUE
6.47,1.28,0.89,6.84,25,TRUE
7.83,1.95,0.98,7.99,0,TRUE
7.42,2.67,0.71,6.94,25,TRUE
8.57,4.12,0.9,7.01,50,TRUE
7.7,3.42,0.92,7.43,0,TRUE
7.06,1.39,0.57,6.65,0,TRUE
7.08,2.38,0.79,7.02,0,TRUE
7.53,1.7,11.39,7.9,0,FALSE
7.52,1.87,0.59,7.75,50,TRUE
7.28,1.55,0.51,7.68,25,TRUE
7.03,4.67,0.89,6.5,0,TRUE
6.98,2.82,0.72,7.0,25,TRUE
7.54,4.06,1.0,7.8,0,TRUE
6.86,1.56,1.0,7.17,0,TRUE
7.31,1.67,0.79,7.21,0,TRUE
8.01,4.98,0.61,7.9,25,TRUE
6.6,1.62,0.99,7.46,25,TRUE
8.49,4.33,0.84,7.69,0,TRUE
7.59,2.88,0.68,7.97,0,TRUE
7.3,2.62,0.62,6.62,0,TRUE
7.2,1.2,6.72,6.85,0,FALSE
7.3,4.4,0.7,6.71,25,TRUE
6.83,4.36,0.92,7.23,25,TRUE
7.16,4.66,0.84,7.09,0,TRUE
7.85,4.71,0.59,7.46,50,TRUE
7.41,3.56,0.82,7.03,50,TRUE
6.85,4.91,0.67,7.99,0,TRUE
7.65,4.54,0.72,7.12,50,TRUE
8.12,1.07,0.85,7.82,0,TRUE
8.24,3.54,0.84,7.75,50,TRUE
8.53,4.12,1.0,7.89,50,TRUE
6.42,4.87,0.75,6.79,25,TRUE
8.37,4.13,0.93,6.53,0,TRUE
7.02,1.47,0.51,10.98,50,FALSE
7.72,4.66,0.6,7.51,50,TRUE
7.01,2.33,0.57,6.87,50,TRUE
6.46,2.94,0.91,6.9,25,TRUE
7.09,1.62,0.96,6.96,0,TRUE
6.31,2.26,0.91,7.81,25,TRUE
7.76,4.95,0.81,6.92,0,TRUE
7.48,2.75,0.74,7.99,0,TRUE
7.13,3.89,0.85,6.6,25,TRUE
8.2,4.12,0.94,6.78,0,TRUE
6.79,1.18,0.88,7.39,0,TRUE
7.55,2.29,0.77,7.49,25,TRUE
7.48,4.17,0.79,7.7,25,TRUE
7.89,2.48,0.68,14.46,0,FALSE
7.23,1.31,0.55,6.99,0,TRUE
8.03,3.8,0.99,7.61,0,TRUE
7.02,1.19,0.88,6.86,0,TRUE
7.21,1.56,0.6,7.42,25,TRUE
7.41,4.67,0.82,6.65,25,TRUE
6.61,4.24,0.85,7.4,25,TRUE
6.92,4.78,0.55,7.46,0,TRUE
6.96,3.73,0.8,7.06,25,TRUE
6.56,3.17,0.92,6.76,25,TRUE
6.55,2.21,0.68,7.92,25,TRUE
8.39,4.46,0.75,6.59,0,TRUE
8.04,3.25,0.62,6.92,0,TRUE
7.49,4.17,0.62,6.83,25,FALSE
7.71,4.25,0.67,6.64,0,TRUE
6.59,3.57,0.87,6.86,25,TRUE
7.22,3.83,0.97,7.82,50,TRUE
6.62,2.28,0.64,7.44,25,TRUE
7.95,3.29,0.92,6.53,0,TRUE
6.7,2.15,0.66,6.86,25,TRUE
7.87,3.75,0.52,6.81,0,TRUE
6.58,1.86,0.57,7.75,0,TRUE
8.4,1.19,0.64,7.74,0,TRUE
6.7,2.36,0.66,6.74,25,TRUE
6.34,3.13,0.75,6.63,25,TRUE
8.08,1.81,0.58,7.46,0,TRUE
13.97,4.09,0.78,7.19,0,FALSE
6.78,4.99,0.75,7.32,25,TRUE
7.18,3.28,0.56,7.01,50,TRUE
6.66,2.92,0.62,7.49,0,TRUE
6.91,3.83,0.51,6.81,0,TRUE
8.07,1.81,0.57,6.87,50,TRUE
8.1,1.24,0.83,7.41,0,TRUE
7.38,2.5,0.86,6.8,25,TRUE
8.38,4.21,0.52,6.65,0,TRUE
7.11,1.28,0.96,7.06,25,TRUE
6.7,2.27,0.75,7.3,0,TRUE
8.08,4.16,0.95,7.29,0,TRUE
8.11,1.18,0.76,7.44,50,TRUE
7.99,1.95,15.71,7.27,0,FALSE
7.56,1.79,0.99,6.97,0,TRUE
7.03,2.92,0.7,7.35,25,TRUE
7.61,1.45,0.69,6.56,0,TRUE
6.95,1.51,0.82,7.19,0,TRUE
8.48,1.75,0.98,7.08,50,TRUE
7.74,4.48,0.67,6.63,50,TRUE
7.64,2.28,0.91,7.31,0,TRUE
7.45,1.34,0.97,7.55,50,TRUE
7.43,4.73,0.85,7.24,50,TRUE
8.05,2.25,0.53,7.6,50,TRUE
6.75,2.55,0.74,7.61,25,TRUE
7.99,2.68,0.66,7.08,50,TRUE
13.65,2.77,0.67,7.99,25,FALSE
7.39,3.78,0.52,6.63,50,TRUE
7.68,2.12,0.97,6.77,0,TRUE
7.99,2.64,0.93,6.64,0,TRUE
8.17,2.5,0.73,7.54,50,TRUE
6.69,4.45,0.96,6.79,25,TRUE
6.68,2.91,0.86,7.25,25,TRUE
7.45,4.46,0.62,7.03,25,TRUE
6.22,1.24,0.78,7.61,25,TRUE
7.37,3.46,0.65,7.19,50,TRUE
7.33,1.48,0.89,7.71,25,TRUE
6.57,1.69,0.64,7.67,25,TRUE
8.95,1.69,0.78,6.59,50,TRUE
11.56,1.9,0.99,7.3,0,FALSE
7.75,1.81,0.79,6.55,0,TRUE
7.39,1.31,0.93,7.76,0,TRUE
7.9,2.13,0.52,7.07,50,TRUE
8.95,3.14,0.6,7.35,50,TRUE
7.81,4.97,0.92,7.87,25,TRUE
8.18,4.92,0.81,7.75,50,TRUE
7.26,1.09,0.75,7.36,0,TRUE
8.69,4.38,0.68,6.64,50,TRUE
7.25,3.33,0.75,7.62,25,TRUE
7.62,4.55,0.73,7.92,50,TRUE
7.19,1.9,0.57,7.98,0,TRUE
7.49,4.94,0.71,6.81,50,TRUE
6.53,8.55,0.9,6.58,50,FALSE
8.07,4.82,0.97,7.16,0,TRUE
8.18,3.75,0.7,7.12,50,TRUE
8.25,2.35,0.74,6.93,50,TRUE
7.8,1.96,0.72,6.92,50,TRUE
8.12,3.88,0.72,7.29,0,TRUE
8.13,2.25,0.91,7.16,50,TRUE
8.41,2.89,0.91,6.81,50,TRUE
7.24,4.78,0.59,7.95,25,TRUE
7.43,1.32,0.78,6.74,25,TRUE
7.07,2.15,0.81,7.12,25,TRUE
7.54,4.16,0.59,6.51,50,TRUE
6.91,2.6,0.82,7.37,0,TRUE
6.86,1.26,0.58,7.94,25,FALSE
8.1,3.95,0.56,7.23,0,TRUE
6.76,3.08,0.69,7.42,25,TRUE
7.78,4.52,0.7,6.85,50,TRUE
6.34,4.53,0.63,7.92,25,TRUE
6.42,2.51,0.99,7.19,25,TRUE
6.97,1.67,0.6,8.0,0,TRUE
7.57,2.59,0.6,6.91,0,TRUE
6.91,1.49,0.54,6.59,0,TRUE
7.85,4.41,0.99,7.45,50,TRUE
6.75,4.25,0.96,7.33,25,TRUE
6.92,1.59,0.6,6.84,25,TRUE
8.9,2.75,0.73,6.61,50,TRUE
6.98,17.57,0.89,6.56,0,FALSE
8.81,4.95,1.0,7.64,50,TRUE
7.56,3.52,0.83,7.04,50,TRUE
7.17,4.48,0.83,7.19,50,TRUE
7.67,3.8,0.63,6.86,50,TRUE
8.02,2.83,0.82,7.54,0,TRUE
6.89,3.48,0.58,7.74,25,TRUE
6.8,4.95,0.84,7.4,0,TRUE
6.93,2.54,0.91,7.76,25,TRUE
7.83,4.73,0.54,6.75,0,TRUE
6.99,2.19,0.95,7.73,50,TRUE
7.59,2.59,0.69,6.5,25,TRUE
7.28,4.75,0.93,7.99,0,TRUE
7.04,1.31,0.8,7.19,0,FALSE
7.11,1.52,0.78,7.12,0,TRUE
6.22,2.5,0.71,7.65,25,TRUE
7.38,3.61,0.85,6.89,0,TRUE
7.63,4.6,0.6,7.03,0,TRUE
6.64,1.25,0.93,7.68,0,TRUE
7.2,2.26,0.84,6.92,0,TRUE
7.51,3.66,0.59,7.96,50,TRUE
6.79,3.61,0.96,7.07,25,TRUE
6.64,1.22,0.64,7.15,25,TRUE
7.16,1.93,0.63,7.0,0,TRUE
8.47,4.07,0.55,6.98,0,TRUE
7.51,2.66,0.91,7.53,25,TRUE
7.88,2.3,11.81,6.59,50,FALSE
7.15,3.25,0.52,7.12,50,TRUE
8.01,4.52,0.76,6.94,0,TRUE
7.53,1.9,0.61,7.2,50,TRUE
7.65,1.09,0.97,6.57,50,TRUE
7.55,1.47,0.77,7.7,0,TRUE
7.82,3.39,0.8,7.13,50,TRUE
7.18,4.59,0.71,6.59,0,TRUE
6.69,1.58,0.86,6.67,0,TRUE
7.01,2.66,0.86,7.5,25,TRUE
7.51,2.38,0.89,7.69,50,TRUE
8.21,3.09,0.63,7.03,0,TRUE
8.38,2.96,0.79,6.55,50,TRUE
6.8,3.12,14.39,7.02,50,FALSE
8.94,1.79,0.52,6.53,50,TRUE
6.58,3.15,0.51,6.82,0,TRUE
6.82,4.2,0.97,7.97,25,TRUE
7.56,1.91,0.78,7.74,50,TRUE
8.95,2.96,0.87,7.71,50,TRUE
7.98,4.61,0.81,7.18,0,TRUE
7.09,3.76,0.72,6.77,25,TRUE
7.16,2.69,0.73,7.94,50,TRUE
7.83,3.5,0.92,7.33,50,TRUE
7.75,1.41,0.51,7.33,25,TRUE
6.33,2.24,0.8,7.13,25,TRUE
7.51,1.89,0.88,7.9,50,TRUE
7.29,11.53,0.69,7.48,25,FALSE
6.63,1.34,0.6,6.74,0,TRUE
7.56,3.42,0.97,7.91,25,TRUE
7.3,3.89,1.0,7.88,25,TRUE
6.57,4.38,0.93,6.82,0,TRUE
7.08,1.87,0.99,7.67,0,TRUE
6.8,2.7,0.74,7.31,25,TRUE
6.96,1.99,0.81,7.69,25,TRUE
8.78,3.77,0.89,7.08,50,TRUE
8.27,3.19,0.96,7.84,0,TRUE
6.8,1.0,0.58,7.81,0,TRUE
8.04,3.36,0.93,7.61,0,TRUE
7.28,4.92,0.93,7.74,0,TRUE
7.7,18.87,0.83,7.02,50,FALSE
8.08,3.76,0.65,7.95,50,TRUE
6.9,4.56,0.66,6.52,0,TRUE
7.64,3.41,0.95,6.56,25,TRUE
8.47,2.63,0.7,6.98,50,TRUE
7.52,4.38,0.6,7.36,25,TRUE
6.44,2.9,0.7,7.92,25,TRUE
7.19,4.61,0.81,6.97,0,TRUE
6.33,2.62,0.67,6.93,25,TRUE
7.65,3.19,0.65,7.63,25,TRUE
7.3,2.79,0.59,6.7,25,TRUE
8.31,3.96,0.52,7.55,50,TRUE
6.56,3.93,0.98,7.67,25,TRUE
6.84,3.63,12.04,7.62,50,FALSE
7.0,1.02,0.8,7.77,0,TRUE
6.43,3.54,0.51,7.13,25,TRUE
7.75,2.59,0.77,6.7,0,TRUE
8.42,3.08,0.51,6.53,50,TRUE
7.47,1.38,0.73,7.08,50,TRUE
8.34,2.35,0.9,7.51,50,TRUE
6.79,2.24,0.98,6.95,25,TRUE
7.93,4.66,0.54,7.26,25,TRUE
7.78,1.58,0.77,6.84,0,TRUE
7.37,4.32,0.58,7.43,25,TRUE
6.35,1.02,0.72,7.96,25,TRUE
7.81,1.98,0.52,6.73,50,TRUE
7.68,2.14,10.13,6.86,50,FALSE
7.45,1.66,0.92,6.88,0,TRUE
7.01,3.42,0.79,7.03,25,TRUE
6.2,2.08,0.96,6.75,25,TRUE
7.31,4.05,0.61,6.67,50,TRUE
7.45,4.75,0.77,7.62,50,TRUE
6.64,3.42,0.92,7.67,0,TRUE
6.71,1.96,0.62,7.14,25,TRUE
7.3,3.45,0.76,7.98,0,TRUE
7.97,1.5,0.51,6.84,25,TRUE
8.07,3.3,0.77,7.97,50,TRUE
7.49,2.42,0.52,7.85,0,TRUE
7.37,1.52,0.7,7.16,25,TRUE
6.71,2.58,10.73,7.22,0,FALSE
8.28,4.81,0.94,7.82,50,TRUE
8.79,4.2,0.68,6.93,50,TRUE
7.4,3.16,0.66,7.62,0,TRUE
7.14,4.33,0.5,6.61,50,TRUE
8.03,4.89,0.56,7.06,25,TRUE
7.45,3.19,0.52,7.13,25,TRUE
7.95,4.01,0.92,6.55,25,TRUE
7.94,3.02,0.76,6.91,50,TRUE
8.29,4.39,0.79,7.94,0,TRUE
6.6,2.87,0.81,7.09,0,TRUE
7.83,2.41,0.58,6.59,50,TRUE
6.89,4.88,0.58,7.93,25,TRUE
9.64,3.55,0.89,6.88,0,FALSE
7.24,4.06,0.84,7.33,50,TRUE
7.06,4.8,0.72,7.53,25,TRUE
7.95,4.17,0.59,6.67,0,TRUE
7.7,4.95,0.97,6.8,50,TRUE
8.19,3.47,0.75,7.54,0,TRUE
7.5,2.36,0.85,6.59,25,TRUE
6.9,1.55,0.89,6.58,0,TRUE
6.88,4.33,0.61,7.25,25,TRUE
7.92,4.58,0.51,6.81,25,TRUE
7.26,4.36,0.95,7.96,0,TRUE
6.55,1.15,0.95,7.01,25,TRUE
7.9,2.51,0.81,7.96,25,TRUE
6.65,4.08,1.0,6.54,0,FALSE
6.43,1.27,0.72,6.88,25,TRUE
6.77,4.26,0.63,7.13,0,TRUE
7.71,3.79,0.69,7.06,50,TRUE
7.17,1.11,0.87,7.25,50,TRUE
7.34,2.94,0.79,7.95,0,TRUE
6.99,1.03,0.54,7.74,0,TRUE
7.87,1.27,0.75,7.69,25,TRUE
6.18,1.91,0.71,7.59,25,TRUE
7.09,3.26,0.88,7.84,0,TRUE
6.83,4.02,0.78,7.93,25,TRUE
6.87,3.43,0.63,7.32,25,TRUE
7.54,3.47,0.87,7.85,50,TRUE
6.75,3.13,0.97,7.01,25,FALSE
8.89,1.58,0.79,7.7,50,TRUE
7.31,2.58,0.55,7.48,0,TRUE
7.57,3.42,0.59,7.91,0,TRUE
8.33,3.88,0.73,7.57,50,TRUE
6.6,2.57,0.73,6.73,0,TRUE
7.7,2.73,0.97,6.57,50,TRUE
8.91,4.93,0.67,6.83,50,TRUE
6.76,2.98,0.8,6.86,0,TRUE
7.18,4.64,0.67,7.68,50,TRUE
7.47,1.93,0.68,7.94,50,TRUE
7.36,4.64,0.86,7.94,50,TRUE
7.4,1.53,0.82,7.67,50,TRUE
6.97,4.52,0.79,18.69,50,FALSE
7.32,4.58,0.99,7.07,0,TRUE
7.3,2.6,0.83,7.44,25,TRUE
7.11,3.04,0.88,7.62,0,TRUE
7.28,3.34,0.6,7.02,50,TRUE
7.82,1.34,0.86,7.02,0,TRUE
7.33,4.01,0.68,6.93,0,TRUE
7.04,1.68,0.83,7.35,50,TRUE
7.2,4.96,0.6,7.26,25,TRUE
7.05,1.76,0.71,7.44,0,TRUE
7.85,2.69,0.99,7.15,25,TRUE
8.39,1.16,0.96,7.3,50,TRUE
8.82,3.31,0.91,7.09,50,TRUE
6.84,1.71,15.99,7.37,25,FALSE
6.83,2.2,0.78,7.57,25,TRUE
8.31,1.7,0.97,6.9,0,TRUE
8.28,3.87,0.72,6.8,50,TRUE
8.33,3.18,0.89,7.01,0,TRUE
7.98,1.03,0.52,7.66,0,TRUE
6.11,4.74,0.94,6.93,25,TRUE
8.44,3.49,0.76,7.54,50,TRUE
8.35,1.37,0.73,6.87,0,TRUE
7.89,1.76,0.85,6.9,50,TRUE
7.54,1.11,0.61,7.97,25,TRUE
6.35,1.85,0.66,7.16,25,TRUE
7.89,3.82,0.75,6.66,0,TRUE
7.36,17.03,0.57,7.52,50,FALSE
7.59,3.56,0.95,6.52,25,TRUE
7.78,3.11,0.62,6.75,50,TRUE
7.18,2.88,0.94,6.56,50,TRUE
8.34,4.05,0.86,6.8,50,TRUE
7.44,2.27,0.85,6.79,25,TRUE
7.14,2.98,0.6,6.99,50,TRUE
8.47,4.82,0.61,7.06,0,TRUE
6.91,2.45,0.92,7.62,0,TRUE
7.23,2.69,0.69,7.4,50,TRUE
7.45,2.42,0.9,6.54,50,TRUE
7.92,3.66,0.76,7.66,0,TRUE
7.5,4.06,0.55,6.71,25,TRUE
6.7,3.47,6.25,6.68,25,FALSE
7.21,1.07,0.8,6.66,0,TRUE
8.04,2.82,0.92,7.56,0,TRUE
7.59,1.8,0.8,6.95,25,TRUE
6.71,3.93,0.67,6.5,0,TRUE
8.15,2.79,0.91,7.32,50,TRUE
7.49,1.1,0.98,6.57,0,TRUE
6.21,3.83,0.98,7.37,25,TRUE
6.6,4.74,0.5,7.4,25,TRUE
7.93,1.36,0.62,7.2,25,TRUE
8.08,4.89,0.98,6.79,25,TRUE
6.32,2.85,0.94,7.25,25,TRUE
7.45,1.18,0.77,7.18,0,TRUE
6.99,2.16,5.96,7.01,0,FALSE
6.74,3.46,0.7,6.84,0,TRUE
7.66,4.07,0.94,6.58,25,TRUE
7.55,3.43,0.83,7.33,25,TRUE
7.52,4.0,0.94,6.9,0,TRUE
8.15,2.42,0.89,6.81,50,TRUE
8.16,2.86,0.71,7.4,50,TRUE
6.7,2.1,1.0,7.11,25,TRUE
6.88,4.23,0.51,6.6,0,TRUE
7.55,2.92,0.86,7.78,0,TRUE
8.65,3.2,0.57,7.8,50,TRUE
8.02,2.37,0.57,7.07,50,TRUE
7.2,3.21,0.86,7.76,50,TRUE
7.71,2.81,0.85,19.76,50,FALSE
6.14,1.51,0.86,7.13,25,TRUE
6.93,3.5,0.64,6.62,25,TRUE
6.21,1.62,0.66,7.43,25,TRUE
7.62,2.73,0.65,7.21,0,TRUE
7.69,4.95,0.52,6.78,0,TRUE
7.29,2.36,0.57,6.9,25,TRUE
7.78,2.4,0.72,7.09,50,TRUE
7.83,1.29,0.91,7.7,50,TRUE
7.39,2.25,0.75,6.7,25,TRUE
6.91,1.91,0.61,6.67,0,TRUE
7.73,3.01,0.8,6.9,0,TRUE
7.52,1.81,0.54,7.83,0,TRUE
6.62,3.35,0.78,7.91,0,FALSE
8.7,1.04,0.54,7.01,50,TRUE
6.42,2.71,0.7,7.96,25,TRUE
7.67,3.88,0.71,6.91,0,TRUE
7.2,2.34,0.87,7.73,50,TRUE
8.32,2.31,0.73,6.85,0,TRUE
7.02,2.77,0.82,6.58,0,TRUE
7.43,3.14,0.82,7.11,25,TRUE
7.2,1.45,0.54,6.89,0,TRUE
7.05,1.81,0.54,6.62,0,TRUE
7.5,2.97,0.67,7.82,0,TRUE
7.58,1.31,0.6,7.84,25,TRUE
8.18,2.31,0.63,7.09,0,TRUE
6.92,15.68,0.67,7.94,0,FALSE
7.92,2.23,0.89,7.34,25,TRUE
7.72,3.22,0.92,6.8,0,TRUE
7.86,4.89,0.68,7.51,25,TRUE
8.64,4.19,0.81,7.26,50,TRUE
8.02,4.61,0.6,7.66,50,TRUE
7.48,1.18,0.8,6.65,50,TRUE
6.42,3.56,0.53,7.65,25,TRUE
8.14,2.55,0.81,6.82,50,TRUE
6.91,3.68,0.75,7.34,0,TRUE
7.79,1.9,0.7,7.93,25,TRUE
6.44,2.64,0.96,6.99,25,TRUE
7.72,1.97,1.0,7.33,25,TRUE
7.02,18.05,0.55,7.99,50,FALSE
6.75,2.78,0.93,6.91,25,TRUE
8.08,4.5,0.62,7.95,50,TRUE
8.85,3.51,0.71,7.24,50,TRUE
6.99,4.11,0.88,7.07,0,TRUE
8.37,1.47,0.72,6.54,50,TRUE
8.37,1.0,0.96,7.24,50,TRUE
7.67,1.48,0.62,7.6,0,TRUE
7.09,2.01,0.93,7.4,25,TRUE
7.75,4.53,0.89,7.54,25,TRUE
8.25,1.19,0.69,6.81,0,TRUE
7.19,4.31,0.73,7.59,25,TRUE
7.61,4.27,0.6,7.74,25,TRUE
12.87,4.35,0.78,6.82,25,FALSE
7.37,2.7,0.63,7.57,0,TRUE
7.59,3.53,0.86,7.89,50,TRUE
6.67,2.53,0.66,6.96,25,TRUE
8.6,4.85,0.59,7.09,50,TRUE
7.95,2.49,0.56,7.88,50,TRUE
6.85,4.75,0.96,7.78,25,TRUE
7.51,3.09,0.92,7.93,50,TRUE
8.07,2.56,0.93,6.56,25,TRUE
8.63,4.21,0.91,6.73,50,TRUE
8.58,4.47,0.71,6.94,50,TRUE
7.39,2.43,0.54,7.77,0,TRUE
8.81,3.48,0.88,7.32,50,TRUE
9.68,1.33,0.76,6.82,50,FALSE
8.45,1.11,0.82,7.29,0,TRUE
6.44,1.4,0.71,7.28,25,TRUE
7.54,3.84,0.95,6.58,50,TRUE
6.97,4.69,0.84,7.31,50,TRUE
6.68,3.51,0.95,7.05,25,TRUE
8.61,1.4,0.6,7.57,50,TRUE
8.0,2.73,0.7,7.74,50,TRUE
7.11,2.34,0.97,7.98,0,TRUE
7.41,3.73,0.65,7.04,50,TRUE
7.66,2.96,0.96,7.11,0,TRUE
8.7,3.55,0.72,7.55,50,TRUE
7.9,3.41,0.53,7.53,0,TRUE
11.32,1.53,1.0,7.08,50,FALSE
7.4,2.62,0.63,6.85,25,TRUE
6.75,4.19,0.62,7.31,0,TRUE
7.59,2.6,0.57,6.83,0,TRUE
6.22,3.92,0.76,7.43,25,TRUE
6.55,3.73,0.64,6.58,25,TRUE
8.96,4.86,0.84,7.8,50,TRUE
8.07,4.69,0.68,7.7,25,TRUE
8.8,3.3,0.75,7.45,50,TRUE
6.61,4.95,0.98,7.55,25,TRUE
7.69,4.55,0.95,7.44,25,TRUE
7.57,1.98,0.72,7.9,50,TRUE
7.2,1.65,0.68,7.04,25,TRUE
7.48,9.37,0.58,7.18,25,FALSE
7.1,3.53,0.93,7.07,50,TRUE
7.61,4.29,0.83,7.96,25,TRUE
7.01,3.95,0.63,7.24,50,TRUE
7.85,3.43,0.72,7.44,25,TRUE
7.02,1.53,0.61,6.54,25,TRUE
6.39,1.48,0.88,7.71,25,TRUE
8.62,4.21,0.69,7.16,50,TRUE
7.88,1.89,0.67,6.65,50,TRUE
6.58,4.58,0.69,7.75,0,TRUE
7.85,3.16,0.95,7.23,50,TRUE
8.22,3.67,0.97,7.91,50,TRUE
6.35,2.02,0.87,6.61,25,TRUE
7.46,3.71,0.51,7.76,25,FALSE
8.13,3.96,0.78,7.1,50,TRUE
7.57,2.33,0.55,7.97,25,TRUE
7.91,3.61,0.54,7.03,0,TRUE
6.2,3.37,0.94,7.53,25,TRUE
7.42,2.78,0.68,7.73,0,TRUE
7.79,2.03,0.66,7.48,0,TRUE
7.53,4.39,0.8,6.9,25,TRUE
8.06,4.7,0.93,6.98,25,TRUE
7.39,2.52,0.93,7.55,50,TRUE
6.48,2.74,0.93,7.67,25,TRUE
7.52,4.49,0.67,7.67,25,TRUE
8.35,2.88,0.53,7.32,0,TRUE
7.73,2.74,8.04,7.78,50,FALSE
8.79,4.89,0.79,6.88,50,TRUE
7.66,3.22,0.98,7.71,0,TRUE
6.96,3.27,0.57,7.38,25,TRUE
7.62,3.6,0.52,7.37,25,TRUE
6.89,2.03,0.58,6.68,0,TRUE
7.41,2.47,0.7,6.79,0,TRUE
7.96,1.56,0.73,7.61,50,TRUE
6.11,3.39,0.54,6.55,25,TRUE
7.82,3.99,0.52,7.2,25,TRUE
8.69,3.76,0.91,6.58,50,TRUE
6.64,2.57,0.91,7.23,0,TRUE
7.47,1.42,0.69,7.43,50,TRUE
6.54,4.08,0.97,7.82,25,FALSE
8.91,2.97,0.83,7.89,50,TRUE
8.41,4.63,0.91,7.74,0,TRUE
7.7,4.32,0.79,6.62,50,TRUE
6.8,1.64,0.99,6.78,25,TRUE
7.7,1.58,0.62,7.65,25,TRUE
6.77,1.5,0.61,7.53,25,TRUE
7.57,4.14,0.65,7.06,50,TRUE
7.02,2.28,0.76,6.62,25,TRUE
8.01,4.25,0.89,7.9,50,TRUE
8.6,2.44,0.81,6.56,50,TRUE
7.16,1.08,0.65,7.71,25,TRUE
7.31,1.9,0.73,7.91,50,TRUE
6.96,2.17,1.0,6.85,50,FALSE
7.05,4.82,0.92,7.49,0,TRUE
6.56,1.33,0.9,6.56,0,TRUE
7.78,4.05,0.59,7.04,0,TRUE
7.15,1.84,0.98,6.65,0,TRUE
8.03,3.07,0.63,6.83,50,TRUE
8.6,4.65,1.0,6.97,50,TRUE
6.43,4.38,0.54,7.15,25,TRUE
7.41,3.26,0.65,7.36,50,TRUE
7.34,4.43,0.63,7.94,50,TRUE
6.24,4.89,0.84,6.77,25,TRUE
8.75,3.64,0.63,6.93,50,TRUE
6.99,1.95,0.65,6.85,50,TRUE
7.5,4.62,0.76,10.51,50,FALSE
6.79,2.92,0.5,7.52,0,TRUE
8.04,3.24,0.63,7.81,50,TRUE
7.7,4.64,0.92,7.64,25,TRUE
6.17,2.67,0.81,7.27,25,TRUE
7.71,1.54,0.98,6.74,25,TRUE
8.41,1.11,0.93,6.65,0,TRUE
7.57,2.79,0.72,7.02,50,TRUE
6.55,4.46,0.58,6.92,0,TRUE
6.91,4.86,0.63,7.29,0,TRUE
7.62,1.12,0.61,6.74,50,TRUE
8.55,2.18,0.72,7.88,50,TRUE
7.69,4.26,0.89,6.7,0,TRUE
12.19,4.98,0.59,7.83,50,FALSE
7.75,4.24,0.58,7.85,0,TRUE
6.16,3.14,0.61,6.72,25,TRUE
6.44,3.45,0.84,7.44,25,TRUE
7.79,2.79,0.73,6.86,0,TRUE
7.17,2.13,0.65,6.91,50,TRUE
8.8,1.11,0.75,6.95,50,TRUE
7.49,3.16,0.53,7.15,25,TRUE
7.95,4.39,0.56,6.78,25,TRUE
8.95,4.5,0.9,7.61,50,TRUE
8.69,3.29,0.95,7.64,50,TRUE
8.36,3.03,0.75,6.74,50,TRUE
7.7,2.76,0.9,7.47,50,TRUE
7.75,2.45,4.53,6.61,50,FALSE
7.29,2.57,0.62,6.93,25,TRUE
6.82,3.69,0.84,6.68,0,TRUE
6.93,3.74,0.63,7.97,25,TRUE
8.42,1.48,0.56,6.9,50,TRUE
6.85,3.98,0.52,6.91,25,TRUE
8.77,1.07,0.68,7.13,50,TRUE
8.22,2.26,0.67,6.66,50,TRUE
7.09,3.88,0.57,7.15,25,TRUE
6.46,4.36,0.51,7.18,25,TRUE
7.72,4.6,0.65,6.62,50,TRUE
6.64,1.61,0.53,7.22,25,TRUE
6.81,1.59,0.53,6.76,0,TRUE
6.97,2.52,0.63,11.02,25,FALSE
6.46,4.31,0.55,6.66,25,TRUE
8.44,3.96,0.67,6.87,0,TRUE
6.87,4.82,0.95,6.66,0,TRUE
8.72,4.89,0.72,7.99,50,TRUE
8.14,2.65,0.73,7.83,50,TRUE
6.54,3.34,0.63,7.1,0,TRUE
7.13,4.69,0.95,7.17,0,TRUE
7.5,1.97,0.65,7.56,0,TRUE
6.2,4.7,0.81,7.52,25,TRUE
6.73,1.23,0.81,6.61,0,TRUE
6.84,1.26,0.66,7.88,25,TRUE
6.21,4.08,0.57,7.81,25,TRUE
7.03,3.0,19.01,7.08,25,FALSE
6.44,2.31,0.99,7.32,25,TRUE
8.17,4.43,0.96,7.9,50,TRUE
7.23,1.16,0.65,6.87,50,TRUE
7.02,3.55,0.92,7.09,50,TRUE
7.71,1.88,0.97,6.82,50,TRUE
8.2,4.68,0.66,7.74,50,TRUE
8.19,1.25,0.55,7.21,50,TRUE
7.83,1.44,0.52,7.85,0,TRUE
8.36,2.94,0.77,7.28,50,TRUE
7.72,1.28,0.53,6.67,0,TRUE
7.24,3.26,0.65,7.56,0,TRUE
6.92,2.03,0.64,6.8,0,TRUE
6.58,4.76,0.88,7.7,50,FALSE
6.17,2.09,0.79,7.4,25,TRUE
6.46,3.22,0.99,6.64,25,TRUE
7.33,4.73,0.97,6.85,50,TRUE
